restaurant_id,restaurant_name,city,cuisine_type,rating
1663,"Gibson, Daniels and Novak",Davidview,Biryani,3.8
1664,"Smith, Roberson and Rivera",Heatherburgh,Italian,3.7
1665,Lindsey-Olson,Ericaborough,North Indian,4.2
1666,Williams PLC,East Timothyside,North Indian,4.9
1667,Wagner-Wolf,South Shannonbury,Biryani,4.7
1668,Barker LLC,Lake Hailey,Fast Food,5.0
1669,Hughes Inc,Nicolebury,South Indian,3.0
1670,"Johnson, Rodriguez and Hernandez",West Chrisbury,Italian,3.2
1671,Scott-Acevedo,Davisstad,Biryani,4.2
1672,"Mills, Wood and Young",Barbarafort,Italian,4.6
1673,Gray and Sons,Monroeberg,Fast Food,3.6
1674,Oliver Inc,Scottville,Fast Food,3.5
1675,Farley-Miles,Lake Wendy,South Indian,4.6
1676,Price Ltd,East Codytown,South Indian,3.1
1677,Cook-Berry,North Elizabeth,North Indian,3.7
1678,"Marsh, Keller and Floyd",Boydfurt,Italian,4.0
1679,Yates-Anderson,Laurashire,Italian,4.1
1680,Avila LLC,North Kennethbury,Fast Food,4.5
1681,Anderson Group,East Catherinemouth,North Indian,3.7
1682,"Harmon, Navarro and Morris",Churchbury,Biryani,4.2
1683,Taylor-Welch,South Brian,Italian,4.2
1684,"Miller, Murillo and Pena",New Kristiport,North Indian,4.1
1685,Long-Kirby,Adamsburgh,North Indian,4.3
1686,"Hamilton, Rivera and Bates",Annaport,Fast Food,3.5
1687,"Cantu, Graham and Wyatt",Joneston,North Indian,3.2
1688,Harris-Cross,Walkerland,South Indian,3.2
1689,Salazar PLC,Port Barry,South Indian,3.4
1690,"Lang, Smith and Salazar",Haleyborough,Chinese,4.0
1691,Ball-Davis,East Curtismouth,Fast Food,4.7
1692,White Inc,Port Morgan,Biryani,4.4
1693,Vasquez-Wheeler,East Joyland,Chinese,4.6
1694,Peterson-Beard,Lake Angela,South Indian,3.7
1695,Fernandez Inc,Brownstad,Chinese,3.8
1696,Bishop-Williams,Wattsshire,Fast Food,3.8
1697,"Johnson, Fry and Walker",Simpsonview,Fast Food,3.4
1698,Jones Ltd,West Jamieburgh,North Indian,3.1
1699,Cruz-Robinson,New Raymondmouth,Italian,4.2
1700,Carter-Thompson,Riosfort,North Indian,5.0
1701,"Anderson, Wilkinson and Smith",Stephaniemouth,Fast Food,3.3
1702,"Blair, Johnson and Petersen",Burnsmouth,South Indian,3.1
1703,"Skinner, Mccall and Harris",West Meganville,Biryani,4.6
1704,Pratt Group,Port Laurieberg,South Indian,3.5
1705,Giles Group,Manningmouth,North Indian,4.7
1706,Miller-Diaz,Duanehaven,Biryani,4.4
1707,Davis-Swanson,West Danielport,Fast Food,4.9
1708,"Hill, Gibbs and Ellis",Port Natalie,South Indian,3.8
1709,Gray Group,Osborneberg,Fast Food,4.3
1710,Jensen PLC,Nguyenton,Biryani,3.9
1711,"Gray, Lewis and Perez",Martinberg,Biryani,4.3
1712,Sanchez-Wolfe,Bryanfort,South Indian,3.9
1713,Miller Ltd,West Joycefort,Fast Food,3.4
1714,"Valencia, Meyer and Hill",Chadchester,Chinese,4.0
1715,Marks-Clarke,North Charles,Fast Food,4.1
1716,Russell-Campbell,Lake Jenniferberg,Biryani,4.6
1717,Lee-Castro,West Todd,Fast Food,4.5
1718,Hull-Gonzalez,Donnaview,North Indian,4.3
1719,"Yang, Ruiz and Bullock",Port Priscillamouth,Chinese,3.2
1720,Avila Ltd,Wardshire,Italian,4.4
1721,Evans-Chaney,Port Judithside,North Indian,4.0
1722,Jordan PLC,New Ericport,Italian,4.8
1723,Hinton PLC,Kristinachester,South Indian,4.8
1724,Duarte Group,Garcialand,Italian,3.1
1725,Manning-Bradley,New Tracyport,Fast Food,4.6
1726,Lewis-Bryan,Martinstad,Italian,3.1
1727,"Hunt, Cherry and Hanson",Jamesstad,Biryani,3.7
1728,Quinn-Holt,Port Samuel,North Indian,4.1
1729,Gonzalez Inc,South Samantha,North Indian,3.3
1730,Kirby Inc,Susanville,Italian,4.5
1731,Sanchez Group,Catherinechester,North Indian,3.0
1732,"Black, Mitchell and Jensen",Stephensburgh,Biryani,3.3
1733,"Alexander, Duffy and Newman",Ricardoshire,North Indian,4.2
1734,Ramirez-Daugherty,Lake Scottfurt,Italian,4.4
1735,"Faulkner, Blankenship and Herrera",Port Dylan,Chinese,4.8
1736,"Wells, Burns and Aguilar",New Davidland,Chinese,4.4
1737,Holmes Ltd,New Meganmouth,South Indian,4.3
1738,Robinson Ltd,Lake Raymondbury,North Indian,3.8
1739,"Kerr, Mclaughlin and Orr",Leeside,Italian,3.0
1740,Martinez-Burnett,New Kevinberg,North Indian,3.2
1741,"Bennett, Mills and Valdez",New Bryanton,Fast Food,4.1
1742,Wallace-Ellison,Jameschester,Biryani,4.4
1743,Holloway PLC,Jerrystad,North Indian,3.8
1744,"Jackson, Potter and Martin",Thompsonstad,North Indian,4.5
1745,Bowman-Lopez,North Johntown,Chinese,4.0
1746,"Barnett, Scott and Dominguez",Camposmouth,Biryani,3.1
1747,Perry Group,Lake Kendra,Italian,3.4
1748,Cuevas-Benitez,North Karen,North Indian,4.7
1749,Ruiz-Padilla,Brianfurt,Chinese,4.4
1750,"Cortez, Ross and Ellis",New Jeremychester,South Indian,4.8
1751,"Leon, Melton and Black",Knoxview,Biryani,3.2
1752,Hernandez-Michael,New Oliviachester,Chinese,5.0
1753,"Miles, Hopkins and Francis",Port Karenborough,Chinese,3.4
1754,"Moore, Williams and Lloyd",South Lisamouth,Chinese,3.0
1755,Phillips Inc,North James,North Indian,5.0
1756,Johnson-Harrell,West Anthonyhaven,North Indian,3.6
1757,"Le, Hall and Compton",Joshuahaven,South Indian,4.3
1758,Rivera and Sons,New Donaldfurt,Fast Food,3.4
1759,"Bryan, Thompson and Myers",Timothyport,Fast Food,4.2
1760,Jones-King,New Scott,Fast Food,4.8
1761,Coleman and Sons,Deanport,Biryani,3.6
1762,Fitzgerald Ltd,Melanieborough,Biryani,4.3
1763,Sanders Group,Edwardland,South Indian,3.4
1764,"Jackson, Henderson and Shannon",Millerchester,Biryani,4.2
1765,Matthews PLC,Lake Curtisland,Fast Food,3.7
1766,"Nelson, Fields and Nguyen",South Devon,Fast Food,3.4
1767,"Ruiz, Tucker and French",Harrisberg,Chinese,3.6
1768,Gross Inc,Salazarport,Biryani,3.4
1769,Thomas Ltd,Port Jessicaland,North Indian,4.8
1770,Wright Inc,Port Anaton,North Indian,3.8
1771,Richards and Sons,East Danielle,Chinese,3.5
1772,Anderson Group,West Mariemouth,Chinese,3.9
1773,"Cobb, Mcconnell and Brown",Zacharyberg,Chinese,3.6
1774,Cummings PLC,West Caitlinview,North Indian,4.5
1775,Walsh-Schaefer,Port Peter,Fast Food,4.9
1776,Jones-Webster,Yatesland,Chinese,3.9
1777,Mclean-White,Port Pamelachester,South Indian,4.7
1778,Walker Inc,New Brandon,Chinese,4.1
1779,"Harrison, Freeman and Ramirez",Matthewburgh,Italian,3.3
1780,"Bennett, Garner and Taylor",North Jonathanfort,Chinese,4.4
1781,Bass-Wright,Garciatown,North Indian,4.0
1782,Vargas-Thomas,Michelehaven,Biryani,4.3
1783,"Krause, Marks and Perez",North Benjamin,Chinese,4.8
1784,Russell and Sons,Wrightview,Biryani,3.9
1785,"Hancock, Orr and Pope",West Julietown,Italian,4.8
1786,Mullins-Vaughn,West Tyler,South Indian,4.5
1787,"Burns, Jones and Herring",Robertshire,Biryani,4.0
1788,Hogan Ltd,Taylorville,Fast Food,4.2
1789,Hernandez and Sons,Hendersonville,Chinese,3.7
1790,Yates-Mcgee,Lake David,Italian,5.0
1791,Bauer and Sons,Lake Ashlee,Italian,4.3
1792,"Richards, Turner and Anderson",Richardsonmouth,Biryani,3.1
1793,Flores Group,West Matthew,South Indian,3.7
1794,Meyers PLC,East Justinfurt,North Indian,4.2
1795,Cooke PLC,Lake David,Chinese,3.1
1796,Davis-Willis,Grahamstad,Italian,3.0
1797,Potts-Carpenter,Jamesberg,South Indian,3.9
1798,Hoover Inc,East Kristenfort,Fast Food,3.7
1799,Smith-Anderson,South Rebecca,Italian,3.9
1800,Gray-Walker,Soniaton,South Indian,3.5
1801,Lynch Ltd,Port Andrew,North Indian,3.3
1802,Sims LLC,East Stephen,North Indian,4.4
1803,"Mccormick, Wilson and Harvey",Brianside,Italian,4.0
1804,Sanders Inc,Rachelmouth,Italian,3.4
1805,Palmer-Davis,Tylerbury,Biryani,3.6
1806,Mack-Brewer,Brandonville,Chinese,4.2
1807,"Vega, Sosa and Johnson",South Davidburgh,South Indian,3.1
1808,Reynolds LLC,Lake Margaret,Italian,3.3
1809,Morgan LLC,Maryview,Chinese,3.1
1810,Munoz-Williams,New Maria,Biryani,4.6
1811,Watts LLC,Thomasshire,Chinese,4.5
1812,Kemp LLC,Port Jonathan,Italian,4.5
1813,King Group,Armstrongshire,North Indian,4.4
1814,Perkins Ltd,Christopherview,South Indian,4.3
1815,"Smith, Taylor and Ward",Grossborough,South Indian,4.0
1816,Hess LLC,Johnfort,North Indian,4.3
1817,Lopez Inc,Adamschester,Italian,3.1
1818,"Wu, Holland and Mason",Riveraton,South Indian,4.2
1819,Noble-Goodwin,Anthonymouth,Italian,4.6
1820,Cummings Inc,New Patrick,Biryani,4.0
1821,"Carter, Gonzalez and Stewart",East Philip,Italian,3.7
1822,Patel Inc,Robertview,Chinese,3.6
1823,Richardson and Sons,Kristinmouth,North Indian,4.3
1824,"Pennington, Parks and Richards",Lake Gordonchester,Italian,4.4
1825,Velasquez-Gonzalez,West Courtneymouth,Biryani,4.7
1826,Klein and Sons,New Kellyville,Fast Food,3.7
1827,Rodriguez Ltd,South Peter,North Indian,4.5
1828,Collins-Grant,Darrellborough,South Indian,4.1
1829,Ruiz-Jones,New Jimmytown,Chinese,4.8
1830,Mitchell LLC,North Nicholas,South Indian,4.1
1831,Ford-Williams,Jeffreybury,Biryani,4.0
1832,"Watson, Yang and Meyer",Bennetthaven,Biryani,4.2
1833,Bates LLC,South Matthew,South Indian,4.5
1834,Robinson-Davis,Lake Cynthiaburgh,North Indian,4.9
1835,Smith-Pierce,Floreshaven,South Indian,3.1
1836,"Melendez, Sloan and Rodriguez",South John,Italian,3.1
1837,Torres PLC,East Johnny,South Indian,4.9
1838,Cardenas-Leon,Hernandezfurt,Chinese,4.1
1839,"Simmons, Herrera and Cook",South Stacy,Chinese,4.2
1840,Rose-Burke,Raymondfort,Fast Food,4.0
1841,"Reynolds, Bush and Williams",South Michael,Chinese,3.2
1842,"Terrell, Hernandez and Carlson",Port Trevorview,South Indian,4.5
1843,"Smith, Tran and Rodriguez",Lake Joseph,Chinese,4.5
1844,Noble Group,North Alexis,North Indian,3.6
1845,"Jenkins, Williams and Evans",Lake Danielchester,Chinese,3.6
1846,"Bird, Kennedy and Becker",West Michelleside,Italian,4.7
1847,Moreno Ltd,Robertfurt,North Indian,3.1
1848,Ellis Inc,South Brandyville,Fast Food,4.8
1849,"Holland, Long and Austin",Davidville,Italian,3.5
1850,Walter LLC,East Richard,South Indian,4.2
1851,Guerrero-Burns,New Ellen,South Indian,4.9
1852,Navarro-Walters,Christopherborough,South Indian,4.4
1853,Robinson-May,Smithberg,Italian,3.8
1854,Jones-Barnes,New David,Italian,4.4
1855,Jones Group,South Michael,Italian,3.7
1856,Schmidt-Brennan,Barberside,North Indian,3.6
1857,"Green, Graham and Medina",Kevinville,Biryani,5.0
1858,Combs LLC,Smithchester,North Indian,4.5
1859,Washington-Romero,Port Joshuachester,South Indian,4.3
1860,Graves Group,Quinnhaven,Biryani,3.7
1861,Moore-Simmons,East Normanshire,Chinese,3.1
1862,Santos Inc,Griffinberg,South Indian,3.1
1863,Lewis-Johnson,Lake Frankstad,Fast Food,4.1
1864,"Bowman, Miller and Horn",Catherineberg,North Indian,4.5
1865,"Perry, Morgan and Miller",Smithchester,Italian,4.1
1866,"Hernandez, Mcneil and Alvarado",West Brandon,North Indian,4.7
1867,"Smith, Davidson and Vazquez",Lake Susanfort,Italian,3.1
1868,Lynch and Sons,West Jacobburgh,Biryani,3.7
1869,Carson Inc,East Feliciashire,Fast Food,3.5
1870,Elliott and Sons,Debraburgh,Biryani,3.9
1871,Hill-Pineda,New Bryanshire,Fast Food,3.1
1872,Green Inc,New John,North Indian,4.9
1873,"Davis, Cook and Thomas",North Emily,Italian,3.4
1874,"Martinez, Maddox and Koch",Gonzalezshire,Biryani,4.8
1875,Yu-Ramirez,Port Geraldburgh,Fast Food,3.9
1876,White-Wilson,Deborahshire,South Indian,5.0
1877,Miller and Sons,East Joseph,South Indian,4.1
1878,"Gilbert, White and Jackson",North Shannonport,Biryani,4.9
1879,"Hall, Barnes and Davis",New Melissaview,Italian,3.0
1880,Hunt Group,Jenningsberg,Biryani,4.5
1881,Chapman-Bell,Mcphersonhaven,North Indian,4.8
1882,Medina-Klein,Courtneyfurt,Fast Food,3.3
1883,Carter Inc,Jeremyview,North Indian,3.2
1884,Campos Inc,New Christinatown,South Indian,3.8
1885,Diaz-Byrd,Estradatown,Fast Food,4.9
1886,Reyes-Lopez,Sherryport,Biryani,4.1
1887,Rojas-Rojas,Chungfurt,North Indian,4.1
1888,Manning-Mcmahon,East Timothyville,Chinese,3.3
1889,Moore and Sons,Stoneside,Italian,3.0
1890,Warner Ltd,Duranbury,Italian,4.6
1891,Gordon Group,Lake Taylorchester,Chinese,3.2
1892,Butler LLC,Taylorside,South Indian,4.3
1893,Knight-Payne,Port Jessicaview,Fast Food,4.8
1894,Poole-Gonzalez,Lake Stephanieport,Italian,3.4
1895,"Dyer, Walters and Luna",North Jason,Chinese,4.3
1896,Davis LLC,Patriciafurt,Biryani,3.2
1897,Evans Inc,West Nicholaston,Chinese,4.2
1898,Miller-Winters,West Rebeccastad,South Indian,3.3
1899,Holloway Ltd,Olsenland,South Indian,4.5
1900,Harrison-Mitchell,Lake Kathy,North Indian,3.6
1901,"Phillips, Lewis and Johnson",Joseburgh,Italian,3.9
1902,"Allen, Smith and Hansen",Weaverland,North Indian,4.2
1903,Davis Inc,Jonesview,Chinese,3.3
1904,Wilson and Sons,New Rebeccaborough,Fast Food,4.5
1905,Brewer-Jackson,Ashleyborough,Fast Food,3.6
1906,Cook-Johnson,Lake Pamela,South Indian,4.3
1907,"Melton, Ingram and Romero",Leechester,Fast Food,3.3
1908,"Anderson, Anderson and Norman",Lake Josephton,Fast Food,4.4
1909,White-Mccarty,North Davidborough,Fast Food,3.3
1910,"Myers, Logan and Newman",Lake Joshuaburgh,Chinese,3.9
1911,"Jenkins, Johnson and Lin",Lake Tylerside,Fast Food,3.5
1912,"Baker, Bryan and Potts",Hernandezhaven,Biryani,4.5
1913,Gonzales Inc,Timothyport,Fast Food,3.5
1914,Madden-Mccall,Dominguezville,Fast Food,4.8
1915,"Martinez, Gregory and Bates",West Barbara,North Indian,4.8
1916,Cannon-Hill,East Jessicamouth,Chinese,3.4
1917,"Hernandez, Ward and Howell",Port Shannonshire,South Indian,4.2
1918,Lewis-Russell,New Christopher,North Indian,3.2
1919,"Robinson, Jones and Lewis",North David,Italian,3.8
1920,"Johns, Baker and Colon",Adrianton,Chinese,4.4
1921,Cervantes Ltd,Johnstonmouth,Biryani,4.3
1922,Pace-Maddox,Jasonchester,Chinese,4.2
1923,Calhoun-Maldonado,New Tinahaven,Italian,3.6
1924,Williams Inc,Tiffanyshire,Italian,3.8
1925,Harris-Cruz,West Alexis,Italian,3.2
1926,"Warren, Dickerson and Franco",New Scott,South Indian,4.4
1927,"Figueroa, Banks and Nolan",East Kristopher,Fast Food,4.0
1928,"Kelly, Wallace and Moore",Gilmorefurt,Chinese,4.4
1929,"Jacobs, Neal and Martin",North Katelynbury,Fast Food,3.5
1930,Rivera LLC,Ramoston,Fast Food,3.6
1931,Stevens-Gates,East Williamstad,Biryani,3.7
1932,Davis-Weber,Lake Audrey,Italian,3.1
1933,Williams-Carlson,Thomasshire,South Indian,3.7
1934,Carter Group,Soniashire,Biryani,4.6
1935,Gould-Holt,Rhondaside,North Indian,4.8
1936,"Rowe, Patrick and Singleton",Johnmouth,South Indian,4.0
1937,"Wise, Jordan and Barnes",South Christopherton,Fast Food,3.9
1938,Chapman LLC,New Kristine,South Indian,3.1
1939,King LLC,North Amanda,Italian,4.8
1940,Sullivan LLC,Lake Robertton,North Indian,3.0
1941,Parker-Johnson,North Jonathanmouth,Italian,4.9
1942,Henry PLC,Port Deborah,North Indian,4.0
1943,Martin-Sweeney,East Kevin,Biryani,3.7
1944,"Ritter, Hill and Owen",North Samuelfurt,Fast Food,4.8
1945,Abbott Group,North Ann,North Indian,3.0
1946,"Weaver, Garcia and Morgan",Boydmouth,North Indian,4.2
1947,"Vance, Meyer and Smith",West Josephshire,North Indian,4.1
1948,"Walker, Lucas and Pearson",New Ashleybury,South Indian,3.4
1949,"Preston, Tucker and Allen",Karamouth,Biryani,3.9
1950,Meyer-Jackson,Carterstad,South Indian,4.3
1951,"Parks, Cordova and Adams",South Dennisborough,Fast Food,4.5
1952,"Roberts, Wilson and Mccullough",Kimhaven,North Indian,3.0
1953,"Jennings, Hamilton and Lara",South Jessica,Biryani,4.9
1954,Gonzales-Ward,North Sarahmouth,Biryani,3.3
1955,Monroe Inc,North George,Chinese,3.5
1956,Rose-Humphrey,North Curtis,Fast Food,3.5
1957,"Lee, Lin and Hall",Lake Timothyport,Biryani,3.1
1958,"Park, Turner and Nelson",Jamesbury,North Indian,3.2
1959,Horton-Reilly,West Donaldburgh,North Indian,5.0
1960,"Durham, Newman and Butler",South Sarahstad,Biryani,3.6
1961,"Johnson, Horn and Daniel",Salazartown,South Indian,3.2
1962,Snyder Inc,Ramoshaven,Fast Food,3.2
1963,Graham and Sons,Richardhaven,North Indian,4.4
1964,Melendez-Wagner,West Theresafurt,Biryani,4.7
1965,"Jarvis, Rivas and Greene",Jonesstad,North Indian,3.5
1966,Moore-Good,North Jessica,Biryani,3.0
1967,"Sanders, Higgins and Murillo",Johnhaven,Fast Food,3.4
1968,Roberts Ltd,Fowlerport,Biryani,3.1
1969,Woodward Group,Anthonytown,Chinese,3.2
1970,Dunn-Rogers,West Brandonton,Biryani,3.9
1971,"Porter, Baker and Martin",West Jose,Biryani,3.5
1972,Miller PLC,Averystad,Fast Food,4.0
1973,Chambers-Perez,Ashleyton,Biryani,3.5
1974,"Adkins, Hill and Walker",New Ericahaven,Fast Food,4.9
1975,"Anthony, Ramsey and Francis",East Angelburgh,Chinese,4.8
1976,"King, Velez and Castaneda",Juarezmouth,Fast Food,4.1
1977,Drake-Garcia,North Dylan,North Indian,3.7
1978,"Williams, Ware and Johnson",South William,Fast Food,3.8
1979,Marshall PLC,North Carrie,Chinese,3.8
1980,Glenn-Holmes,Ramirezport,Italian,4.5
1981,Lam-Moses,Rayshire,Biryani,3.9
1982,Rose Ltd,Port Sheilashire,Fast Food,4.7
1983,"Young, Walker and Pham",Port Jonathanhaven,Biryani,4.9
1984,Garcia Group,Timothyfort,South Indian,3.7
1985,Ward Group,Hernandezborough,North Indian,4.1
1986,Dixon Group,East Alejandra,North Indian,3.2
1987,Flowers-Taylor,West Vickie,South Indian,3.4
1988,Barton Inc,Nixonmouth,South Indian,3.8
1989,Hall Ltd,Haysland,Fast Food,3.4
1990,"Clark, Torres and Jones",East Sharonland,South Indian,4.8
1991,"Mcfarland, Wise and Cook",Jacksonville,Italian,3.3
1992,Richards and Sons,Woodardmouth,Biryani,3.9
1993,"Smith, Morrison and Simpson",West Mark,Biryani,4.2
1994,Gonzalez-Sullivan,Josephborough,Chinese,4.4
1995,Norton LLC,South Randall,South Indian,3.8
1996,Johnston-Lowery,Port Jeremyfort,South Indian,4.7
1997,Porter-Hardy,Bakerburgh,Italian,4.1
1998,Knox-Lee,South Nathanbury,North Indian,3.9
1999,"Moore, Crawford and Larson",South Daryl,North Indian,3.1
2000,"Dorsey, Burton and Duke",New Susanborough,Biryani,3.9
2001,Williams-Liu,Port Melissa,Biryani,4.6
2002,Hughes-Graham,Wiseberg,Fast Food,4.2
2003,Robinson-Lee,New Sandra,Italian,4.7
2004,Clark Inc,Leonberg,Chinese,4.0
2005,"Anderson, Campbell and Marsh",Port Vanessaburgh,Chinese,3.2
2006,"Martin, Mason and Stanton",Joneston,Italian,3.0
2007,Hernandez-Wilson,Cartertown,Chinese,3.6
2008,Anderson-Chan,Loriborough,North Indian,4.4
2009,Carney-Wilson,Amyburgh,Chinese,4.6
2010,"Hernandez, Cole and Thomas",East Travis,Chinese,3.6
2011,"Parks, Lane and Barnes",South Joseph,Italian,4.0
2012,Murray and Sons,Suzannebury,Italian,3.8
2013,Wong LLC,East Kayla,Chinese,3.8
2014,"Williams, Harvey and Armstrong",Lake Bettyberg,South Indian,3.5
2015,Estrada-Harvey,West Jennifer,Italian,3.3
2016,"Callahan, Lane and Callahan",New Oscarton,Fast Food,3.4
2017,Henderson Inc,North Michaelberg,Fast Food,3.1
2018,Brown-Miller,Smithfurt,North Indian,3.4
2019,Parker-Wilkinson,South Erica,Chinese,3.0
2020,Jones Group,Lake Craighaven,South Indian,4.3
2021,Wilson LLC,Lake Jennifershire,North Indian,3.6
2022,Jimenez-Watson,Sherryfurt,Chinese,4.9
2023,Brown-Neal,Paulaview,Italian,3.4
2024,Curry PLC,West Jillian,Fast Food,3.7
2025,Rodriguez-Price,West Gabriela,Biryani,3.7
2026,"Whitaker, Garrison and Page",North Joshua,South Indian,3.0
2027,White Group,East Rhondatown,Biryani,4.7
2028,"Ho, Roberts and Giles",Maryview,Fast Food,3.1
2029,Thornton-Smith,Serranobury,Biryani,4.9
2030,"Hopkins, King and Larson",Lake Matthewside,Italian,4.8
2031,Maxwell-Downs,Parkerborough,Chinese,4.1
2032,"Stout, Hernandez and Bonilla",East Rachel,Italian,4.1
2033,"Soto, Smith and Figueroa",Lake Randall,Biryani,4.3
2034,"Brown, Beck and Thomas",New Courtneymouth,Italian,3.8
2035,Gillespie-Martinez,South Scott,Fast Food,4.3
2036,Burgess-May,Justinhaven,South Indian,3.1
2037,"Miller, Navarro and Diaz",New Danielchester,Italian,3.1
2038,Green-Harrington,Hubbardside,Fast Food,3.9
2039,"Scott, Jones and Mann",Williamsville,South Indian,4.1
2040,Olson Ltd,South Jamesside,Chinese,4.8
2041,Walsh-Fields,Johnchester,Biryani,3.2
2042,"Andrade, Johnson and Nelson",Kevinbury,Chinese,4.6
2043,Harvey Group,West Kevinborough,North Indian,3.4
2044,Chavez Group,Rebeccaberg,Fast Food,3.8
2045,Gibbs-Gregory,Newmanview,South Indian,3.6
2046,Thomas-Peterson,Fergusonland,Italian,3.8
2047,"Gomez, Cortez and Banks",Edwardport,Chinese,3.3
2048,Johnson-Flynn,South Monique,South Indian,4.0
2049,"Jenkins, Moody and Jensen",Tamifurt,Fast Food,4.6
2050,Conner-Carpenter,Port Kari,North Indian,3.9
2051,Gordon PLC,Port Gregoryview,Chinese,4.0
2052,"Frye, Berry and Mathis",Andersonmouth,Biryani,4.7
2053,Norris-Walker,Williamsland,South Indian,4.4
2054,Taylor Ltd,Port Seanmouth,Biryani,4.0
2055,Mendez-Weber,East Michelleton,South Indian,3.5
2056,Combs Inc,Williamsfort,South Indian,4.8
2057,"Pratt, Rogers and King",Stephanieville,Fast Food,4.2
2058,"Simon, Bridges and Sanders",Lake Robert,Fast Food,3.4
2059,Crawford-Smith,East Deniseburgh,Fast Food,3.5
2060,Williams LLC,South Christinamouth,Italian,4.6
2061,Fuller-Gonzales,Port Carlosville,South Indian,3.1
2062,James PLC,Lake Christy,Chinese,5.0
2063,Davis PLC,New Michaelburgh,Biryani,3.3
2064,"Ayers, Mccoy and Bowers",New Nataliefurt,Fast Food,4.6
2065,Kim PLC,West Sandraburgh,Fast Food,3.8
2066,Garner-Bowman,Seanfort,Biryani,4.0
2067,Booth-Martinez,Brownview,Biryani,4.8
2068,Johnson LLC,East Brad,South Indian,3.8
2069,Alexander PLC,South Jesse,Fast Food,4.1
2070,Clark-Gibson,Lake Juantown,Biryani,3.1
2071,Gordon Ltd,Mclaughlinshire,Italian,3.0
2072,Anderson-Lee,Boothchester,Italian,3.5
2073,"Palmer, Molina and Brown",Morrisshire,Fast Food,4.4
2074,House-Martinez,Greenview,Biryani,3.2
2075,Collins-Ferguson,Jennyton,South Indian,3.2
2076,Sanchez-Daugherty,Lake Julie,South Indian,3.8
2077,Hamilton-Cook,Hawkinston,South Indian,4.3
2078,Hammond-Odonnell,South Sarah,North Indian,4.4
2079,Washington-Morris,East Karen,Fast Food,3.4
2080,"Mendez, Baker and Lopez",Port Edwardmouth,South Indian,3.2
2081,Carroll-Burke,West Daniel,Italian,4.9
2082,Carey-Fox,Albertberg,Biryani,3.5
2083,Rodriguez-Durham,Lake Robert,Chinese,4.7
2084,Olson-Hull,Shawnview,Chinese,4.7
2085,"Edwards, Rogers and Webster",Pruittview,South Indian,4.5
2086,Ibarra-Weber,Anthonyport,Chinese,3.3
2087,"Bell, White and Schaefer",Coxside,Chinese,4.6
2088,Sherman and Sons,South Jonathanhaven,North Indian,4.5
2089,Whitehead-Vasquez,Leeshire,Italian,4.2
2090,Fields-Yang,New James,Italian,3.7
2091,"Giles, Rodriguez and Lewis",West Tiffany,North Indian,3.5
2092,Smith-Rodriguez,West Kimberlyhaven,North Indian,3.2
2093,Williams-Evans,Port Katherineburgh,Chinese,4.0
